manifest_order,review_id,app_name,rating,review_date,review_text,already_annotated
47210,71222,Kredivo,5,2025-02-20,aplikasi paling bagus,False
47288,194029,Akulaku,5,2024-06-25,sangat bagus dan terjamin,False
47296,181960,Akulaku,5,2024-09-16,tolong di acc min,False
47318,190173,Akulaku,5,2024-07-20,mantaaap sukses selalu,False
47385,233719,Kredivo,5,2024-08-09,kredivo emang top,False
47528,70071,Kredivo,5,2025-02-28,cepat dan tidak bertele tele,False
47529,133669,Akulaku,2,2025-01-25,kenapa paylater saya tidak bisa digunakan,False
47574,187830,Akulaku,5,2024-08-04,bagus sangat terpercaya,False
47618,68540,Kredivo,5,2025-03-10,kredivo good job,False
47643,171920,Akulaku,5,2024-12-13,aku laku emang mantap,True
47657,242840,Kredivo,5,2024-06-14,good dan sangat membantu,False
47769,178824,Akulaku,5,2024-10-10,sangat membantu keungan,False
47771,126469,Akulaku,1,2024-03-10,gk bisa pke paylater,False
47780,244850,Kredivo,5,2024-06-04,terima kasih sudah di acc,False
47797,172649,Akulaku,5,2024-12-01,app yg sangat membantu,False
47820,263054,Kredivo,5,2024-02-27,thank you kredivo,False
47824,165876,Akulaku,5,2025-03-28,aplikasi sangat membantu,False
47994,247227,Kredivo,5,2024-05-23,semoga pengajuan saya disetujui,False
48048,191236,Akulaku,5,2024-07-12,playleter gk bisa di gunakan,False
48097,188238,Akulaku,5,2024-08-02,limit nya kaga bisa di pake,False
48114,249329,Kredivo,5,2024-05-12,sangat cepat dalam pelayanan,False
48256,128704,Akulaku,1,2024-02-10,payah playleter tdk bisa di gunakan,False
48268,64964,Kredivo,5,2025-04-07,sangat bagus dlm pelayanan,False
48309,258362,Kredivo,5,2024-03-20,memang mantap kredivo,False
48407,74187,Kredivo,5,2025-01-31,semoga selalu sukses,False
48423,208265,Akulaku,5,2024-03-15,terimakasih sangat membantu,False
48578,84490,Kredivo,5,2024-11-19,sangat membantu skali,False
48612,55086,Kredivo,5,2025-06-12,alhamdulillah aplikasi sangat membantu,False
48660,246647,Kredivo,5,2024-05-26,kredivo oke banget,False
48744,261906,Kredivo,5,2024-03-02,sangat membantu. terimakasih,False
48816,218753,Akulaku,5,2024-01-13,limit paylater ga bisa di gunakan,False
48828,157731,Akulaku,5,2025-08-31,saya puas dengan pelayanan akulaku,False
48962,22937,Kredivo,1,2024-02-27,limit gak naik2,False
49002,15315,Kredivo,1,2024-08-12,pengajuan selalu ditolak,False
49033,72535,Kredivo,5,2025-02-11,proses cepat cicilan ringan,False
49125,77723,Kredivo,5,2025-01-05,trimakasih kredivo sudah sangat membantu,False
49174,214861,Akulaku,5,2024-02-04,suku bunga nya rendah,False
49197,70076,Kredivo,5,2025-02-28,mantap lah sangat membantu,False
49280,204926,Akulaku,5,2024-04-07,limit paylater banyak tapi gak bisa di pakai,False
49338,171042,Akulaku,5,2024-12-29,layanan sangat memuaskan,False
49363,266652,Kredivo,5,2024-02-12,sangat cepat tidak ribet,False
49366,185903,Akulaku,5,2024-08-19,biar bintang yg menilai,False
49492,90901,Kredivo,5,2024-10-04,sangat membantu mudah dan cepat,False
49517,143091,Akulaku,3,2024-04-10,limit ga bisa di gunakan,False
49524,72579,Kredivo,5,2025-02-10,puas pake kredivo,False
49540,75211,Kredivo,5,2025-01-23,proses cepat dan membantu,True
49546,174152,Akulaku,5,2024-11-18,cepat dan mudah,False
49587,159459,Akulaku,5,2025-07-27,cepat langsung cair,False
49637,51541,Kredivo,5,2025-07-24,proses cepat dan tidak ribet,False
49697,248839,Kredivo,5,2024-05-15,sangat puas dengan kredivo,False
49884,187072,Akulaku,5,2024-08-10,sukses terus akulaku,False
49924,259046,Kredivo,5,2024-03-17,the best paylater,False
49981,194748,Akulaku,5,2024-06-21,mantap tdk ribet,False
