

"item_id","review_id","aspect","review_text","llm_label","label","aspect_present","confidence","notes"
"276","139126","trust","sudah pinjam beberapa kali dana cicil. selalu tepat waktu pembayaran, dan sudah lunas juga per hari ini. tapi mau mengajukan lagi tidak bisa, katanya skor kredit buruk. jadi bingung ini, bagaimana penilaiannya. padahal selama ini selalu suka akulaku, karena mudah, bunga ringan juga. tapi sekarang kecewa karena tidak bisa pinjam lagi","Negative","Negative","1","2","kebingungan pada penilaian skor kredit membuat kepercayaan pada sistem menurun"
"277","2202","trust","saya kecewa karena pendaftaran saya tidak di setujui,padahal sudah isi data yang benar,di suruh nunggu 3 bulan lagi,dari sekarang tgl 20/10/2025 saya hapus/unistal aplikasi kredivo,tolong jangan di salah gunakan data saya,dan saya tidak bertanggung jawab,bila ada sesuatu hal yang meng atas namakan saya,sekian terima kasih.","Negative","Negative","1","3","kekhawatiran penyalahgunaan data disebut eksplisit; trust negatif jelas"
"278","114230","trust","sudah isi data sesuai kenyataan & valid, saya blom pernah ada riwayat kredit macet bahkan belum pernah kredit tapi ditolak mulu. tolong dong evaluasi kmbali terkait sistem peninjauan data nya","Negative","Negative","1","2","penolakan berulang meski data valid membuat pengguna meragukan fairness sistem"
"279","119723","risk","aplikasi jelek rentenir terlambat 3 hari saja sudah seperti apa kami di kejarr nya","Negative","Negative","1","2","penagihan agresif setelah telat 3 hari relevan ke risk penagihan"
"280","200417","trust","tidak ribet, data lengkap, cairrr","Positive","","0","1","sentimen keseluruhan positif, tetapi aspek trust tidak disebut eksplisit; lebih cocok ke service"
"281","11772","risk","keterlambatan yang cukup lama dari mana? aplikasi aneh, sudah punya etikad baik buat pelunasan, sudah dilunasin malah di blokir permanen.","Negative","","0","1","aspek risk tidak terlalu eksplisit; inti keluhan adalah pemblokiran permanen setelah pelunasan, lebih cocok ke service/trust"
"282","25412","risk","ini aplikasi kredivo kok sekarang parah ya transaksi pembelian batal kok tagihan masih berjalan sudah dinkirim bukti pembatalan dengan jelas masih saja di tagih","Negative","Negative","1","3","tagihan tetap berjalan meski transaksi batal; risk finansial sangat jelas"
"283","117654","trust","sejauh ini masih aman aman saja ..pelayanan baik proses mudah cuma kok paylater nya tidak bisa di gunakan","Positive","","0","1","trust tidak muncul eksplisit dan sentimennya campuran karena ada pujian plus keluhan paylater tidak bisa dipakai"
"284","28934","risk","transaksi kayak ambil kuota, pembayaran online aman cuman perhatiin dong orang bayar 100 rebu yang masuk cuman 94 rebu bagaimana si? katanya di suruh kirim bukti pembayaran tapi tidak ada respon lagi. kecewa si","Negative","Negative","1","2","ada selisih nominal pembayaran dan tidak ada tindak lanjut; aspek risk finansial cukup relevan"
"285","60480","service","trimakasi kredivo telahbanyak membantu keuangan dg cicilan , kebutuhan yang sangat mendesak, kebutuhan harian masih ada yang belum tersedia di kredivo yaitu pembayaran pgntolong diusahan untuk pembayaran pgn. trimakasih telah membantu dan tetap menjaga kwalitas pelayanan ..jika kebutuhan mendesak ya kredivo saja meskipun sempat terhenti tidak dapat digunakan karna terlambat membayar .namun kridivo lah yang terbaik .trimakasih kredivo pilih kredivo saja . kredivo terbaik ,ayo don lod kredivo .!","Negative","Positive","1","2","isi dominan sangat positif dan merekomendasikan; llm_label tampak salah"
"286","147275","service","biasa saja sih menurut saya ,ga ada yang istimewa dari aplikasi belanja ,pinjaman ,dll. masih lebih baik aplikasi sebelah yang fitur2nya sudah lengkap dan reasonable memberikan pinjaman dengan bunga sewajarnya ,tenor yang bisa dipilih , belanja yang murah tanpa kena biaya admin , transparansi perincian dalam pembelian/pinjaman..teeima kasih","Neutral","Neutral","1","2","evaluasi layanan cenderung datar dan komparatif; label netral masuk akal"
"287","139379","service","sudah menggunakan sampai limit 10jt sudah berjalan 5bulan angsuran tagihan ke 6 sudah saya bayar via mbanking , mutasi sudah keluar 1juta.an bukti tf juga ada tapi di aplikasi belum di bayar.. dan ditelpon karna jatuh tempo.. chat cs live sama tlpon cs tidak ada solusi suruh nunggu aja.. bagaimana ini soalnya nama saya bagus.. gara2 kesalahan aplikasi jadi terancam.. saya tidak mau bayar 2x dongss 1juta lebihh hlo , angsuran masih 7x jugaa","Negative","Negative","1","3","pembayaran tidak tercatat dan CS tidak memberi solusi; masalah layanan sangat jelas"
"288","167239","trust","peminjaman cepat dan mudah, bunga juga kecil","Positive","","0","1","sentimen jelas positif, tetapi aspek trust tidak disebut langsung; lebih natural ke service/risk"
"289","115694","trust","aplikasi gakjelas !!!! jangan download !!katanya pencairan 30menit ampe 3jam tidak cair² !!! hapus akun uinstall aplikasi !!!","Negative","Negative","1","2","janji pencairan tidak terpenuhi membuat platform terasa tidak bisa dipercaya"
"290","17476","risk","yang ke 2 kalinya akun ditangguhkan dengan alasan yang tidak jelas, padahal gga pernah telat bayar. giliran penagihan belum jatuh tempo sudah tlp tlp yang bikin esmosi & ggu kerjaan org.","Negative","Negative","1","2","ada risiko penagihan agresif dan penangguhan akun tanpa alasan jelas; risk cukup relevan"
"291","13872","risk","saya kecewa dengan kredivo saya sudah ajukan tapi di suruh nunggu samapi 89 hari baru bisa ajukan peminjaman apaan tu sudah lolos kenapa limit dikasi 150 ribu itupun tidak bisa dipakai saya mau uninstal ini kredivo mohon data data saya dihapus karena saya akan tuntut kalian kalau data2 saya disalahgunakan","Negative","Negative","1","2","aspek risk masih relevan karena menyangkut akses kredit/limit, walau trust soal data juga kuat"
"292","256246","trust","aplikasi yang sangat membantu,aman dan terbaik limit nambah semua menjadi lancar & mudah","Positive","Positive","1","2","kata �aman� dan pujian kuat memberi sinyal trust positif, meski service juga hadir"
"293","10000","trust","cicilan sudah lunas tapi bi ceking masi ada data nya kalau belom lunas. tidak bisa di percaya ini platformnya.","Negative","Negative","1","3","eksplisit menyebut tidak bisa dipercaya; trust negatif sangat jelas"
"294","43656","service","saya sudah sering melakukan transaksi terus aman2 aja, tapi kok sudah lama di pakai saya masih tidak bisa upgrade premium , terus limit saya masih kecil terus 1,3 padahal kata anggota kredivo nya harus trus2 melakukan transaksi dan bayar tepat waktu supaya naik limitnya eh engga pernah naik kecewa sih, padahal butuh banget kalau limit naik mau beli hp ka,, kcewa tidak bisa naik limit :((((","Negative","Negative","1","2","inti keluhan adalah upgrade/kenaikan limit yang tidak terjadi; service relevan"
"295","272047","service","kredivo mantap,,,pinjol yang sangat membantu di saat kesulitan bunga nya pun tidak terlalu tinggi dibanding dg pinjol lain nya","Positive","Positive","1","2","pengalaman layanan/pinjaman dinilai membantu; sentimen positif jelas"
"296","139126","service","sudah pinjam beberapa kali dana cicil. selalu tepat waktu pembayaran, dan sudah lunas juga per hari ini. tapi mau mengajukan lagi tidak bisa, katanya skor kredit buruk. jadi bingung ini, bagaimana penilaiannya. padahal selama ini selalu suka akulaku, karena mudah, bunga ringan juga. tapi sekarang kecewa karena tidak bisa pinjam lagi","Negative","Negative","1","2","pengajuan ulang ditolak meski riwayat baik; service masih cocok"
"297","200","service","baru daftar sudah di tolak, ingat jaga data saya devi pitriani .. jika di salah gunakan maka saya tidak tanggung jawab .. per hari ini tgl 22 januari 2026","Negative","Negative","1","2","inti keluhan awal adalah pendaftaran ditolak; service cocok, meski ada unsur trust/data"
"298","21072","trust","gda pengingat ud jatuh tempo d tlp kek, msh lumayan lagi indodana..gila bunga nya 1 hri tidak bayar 100rb kntl! bnr2 menjebak!! asuu!!! sumpah tidak rekomended gausala kalian pinjol2..lbh baik krtu kredit lg..gua akan non aktfkan akun kl begini..","Negative","Negative","1","2","tuduhan �menjebak� dan bunga ekstrem membuat trust negatif, walau risk juga kuat"
"299","124916","risk","makin kesini makin buruh , bulan lalu turun limit , sekarang ditolak .. padahal tidak pernah telat bayar , bilang saja tidak ada limit buat dipinjamkan.. sudah untung bitang 1 , kalau ada saya kasih minus ..","Negative","","0","1","aspek risk tidak terlalu eksplisit; lebih kuat ke service/trust soal limit turun dan penolakan"
"300","121022","risk","ada limit offline tapi riject padahal tidak pernah kredit pakai yang lain. terus juga bunganya sangat mahal tolong bunganya di turuni kaya kompetitor sebelah yang bunganya rendah","Negative","Negative","1","3","membahas limit kredit dan bunga mahal; aspek risk sangat jelas"
